Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
491.0,0.302,2.685,266.0,157.633,Milling,Cast Iron,HSS
12272.855995040392,0.166,1.887,93.0,41.758,Milling,Cait Iron,Coated Carbide
2233.0,0.237,0.857,62.0,11.719,Milling,Cast Iron,Carbide
2316.0,0.154,,262.0,82.776,Milling,Cast zron,HSS
2790.0,,2.325,156.0,8.337,Milling,Cast Iron,HSS
1890.0,0.37,2.344,252.0,27.808,Turning,Cast Iron,Carbide
1711.0,0.247,2.8,124.0,19.628,Turning,Cast Iron,HSS
432.0,0.272,0.196,75.0,31.932,Turning,Mild Steel,HSS
1751.0,0.484,2.013,269.0,20.504,Milling,Brass,Coated Carbide
506.0,0.135,0.175,,125.894,Mhlling,Cast Iron,Coated Carbide
2119.0,,2.799,170.0,,Turning,Mild Steel,HSS
2258.0,0.068,1.362,46.0,30.725,Milling,Cast Iron,Coated Carbide
2262.0,,2.669,99.0,6.358,Milling,Brass,Carbide
2474.0,0.212,2.215,145.0,10.929,Milling,Brass,Coated Carbide
1629.0,0.453,2.446,256.0,16.619,Turning,Cast Iron,Carbide
3019.0,,0.864,205.0,9.335,Turning,Brass,HSS
1646.0,0.369,0.935,175.0,25.217,Milling,Mild Steel,Coated Carbide
1314.0,0.224,1.94,179.0,48.387,Turning,Cast Iron,HSS
1060.0,0.313,1.483,164.0,32.018,Milling,Cast Iron,Coated Carbide
1185.0,0.189,1.836,91.0,45.236,Milling,Mild Steel,Carbide
1678.0,0.319,1.839,188.0,20.138,,Brass,Carbide
561.0,0.277,0.901,287.0,84.496,Turning,Brass,Coated Carbide
1568.0,0.458,0.785,203.0,18.238,Milling,Cast Iron,Carbide
1028.0,0.399,0.241,127.0,19.931,Turning,Brass,Coated Carbide
495.0,0.091,0.443,39.0,83.977,Milling,Mild Steel,HSS
1470.0,0.346,0.863,265.0,29.846,Turning,Cast Iron,Coated Carbide
1423.0,0.068,1.155,284.0,251.026,Milling,Mild Steel,HSS
1802.0,0.412,2.892,163.0,14.707,Turninf,Mild Steel,Carbide
2009.0,0.341,0.389,138.0,8.663,Turning,Cast Iron,HSS
2852.0,0.332,3.003,96.0,,Turning,Mild Steel,Carbide
2862.0,0.302,2.298,,22.096,Turning,Mild Steel,HSS
1438.0,0.263,1.196,176.0,20.721,Milling,Mild Steel,Coated Carbide
2130.0,0.299,1.822,212.0,38.883,Milling,Cast Iron,HSS
2508.0,0.132,0.645,134.0,44.291,Milling,Cast Iron,Coated Carbide
3126.0,0.161,1.114,64.0,9.706,Turning,Mild Steel,Carbide
1329.0,0.085,1.685,,131.544,Turning,,Coated Carbide
1077.0,0.1,0.358,35.0,23.889,Turning,Cast Iron,HSS
1650.0,0.223,2.146,230.0,33.028,Turning,Mild Steel,Carbide
453.0,0.084,1.464,154.0,230.348,Milling,Mild Steel,Carbide
658.0,0.489,2.187,232.0,61.031,Milling,Mild Steel,Carbide
2753.0,0.458,0.436,100.0,-2.24,Turning,Brass,Carbide
656.0,0.462,0.804,108.0,10.598,Milling,Brass,Coated Carbide
1031.0,0.395,0.235,112.0,13.954,Turning,Brass,HSS
2410.0,0.122,2.968,70.0,14.833,Turning,Brass,HSS
1177.0,,2.452,82.0,13.546,Turning,Cast iron,Carbide
2400.0,0.348,2.366,199.0,14.243,Milling,Brass,Carbide
1949.0,0.315,1.553,230.0,23.926,Turning,Cast Iron,Carbide
2120.0,0.374,2.689,153.0,22.936,Milling,Mild Steel,Coated Carbide
1306.0,0.393,1.07,214.0,26.411,Turniug,Mild Steel,Carbide
1658.0,0.469,2.831,78.0,10.202,Turnixg,Brass,Coated Carbide
2881.0,0.324,,248.0,15.342,Milling,Brass,Carbide
2841.0,0.458,2.021,275.0,8.986,Milling,Brass,HSS
552.0,0.276,1.9,191.0,88.591,Turning,Cast Iron,Coated Carbide
1991.0,0.488,1.556,188.0,4.445,Milling,Brasa,Carbide
1340.0,0.325,1.546,7.0,-2.081,Turning,Cast Iron,Carbide
2382.0,0.486,2.553,0.0,7.23455416398204,Milling,Mild Steel,HSg
1779.0,,2.497,8.0,-2.997,Turning,Mild Steel,Carbide
633.0,0.144,0.288,42.0,23.694,Turning,Brass,Coated Carbide
2592.0,0.391,1.385,110.0,8.012,Turning,Brass,HSS
1349.0,0.136,2.097,219.0,94.695,Milling,Mild Steel,Carbide
1037.0,0.087,0.817,13.0,33.544,Milling,Cast Iron,HSS
2120.0,0.275,2.397,283.0,24.953,,Brass,HSS
2145.0,0.447,2.791,226.0,19.348,Turning,Mild Steel,sarbide
766.0,0.471,,223.0,67.217,Milling,Cast Iron,HSS
925.0,0.215,0.556,59.0,15.347,Turning,Cast Iron,Carbide
1416.0,0.068,2.317,220.0,204.677,Milling,Cast Iron,Carbide
604.0,0.363,1.301,43.0,18.958,Turning,Mild Steel,Coateu Carbide
652.0,0.252,1.39,19.0,9.013,Milling,Cast Iron,HSS
2210.0,0.393,1.449,36.0,0.574,Milling,Brass,Coated Carbide
813.0,0.056,0.507,78.0,,Milling,Brass,Carbide
2759.0,0.077,1.426,,30.754,Turning,Cast Iron,HSS
2956.0,0.385,1.635,139.0,8.555,Turning,Cast Iron,Carbide
1645.0,0.445,0.059,287.0,,Milling,Brass,Carbide
2647.0,0.157,1.399,212.0,30.366,Turning,Brass,Carbide
2146.0,0.413,2.646,223.0,15.446,Milling,Mild Steel,Carbide
1242.0,0.235,2.096,115.0,13.738,Turning,Brass,Coated Carbide
2274.0,0.269,0.304,105.0,14.652,Milling,Cast Iron,HSS
2343.0,0.229,1.777,231.0,37.481,Turning,Cast Iron,HSS
786.0,0.389,1.019,52.0,15.199,Milling,Cast Iron,Coated Carbide
1850.0,0.303,2.325,257.0,30.854,Turning,Brass,Carbide
690.0,0.118,,163.0,177.852,Milling,Mild Steel,HSS
779.0,0.258,0.461,264.0,73.041,Turning,Cast Iron,Carbide
821.0,0.072,0.674,49.0,89.127,Milling,Brass,Carbide
1673.0,0.206,0.568,281.0,56.698,Turning,Cast Iron,HSS
2927.0,0.381,1.921,98.0,12.068,Milling,Brass,Coated Carbide
993.0,0.321,2.854,266.0,101.126,Milling,Cast Iron,HSS
1966.0,0.419,0.826,31.0,11.047,Turning,Brass,Carbide
807.0,0.332,1.517,271.0,70.087,Milling,Mild Steel,Coated Carbide
2116.0,0.393,1.482,85.0,9.848,Turning,Mild Soeel,Carbide
2956.0,,1.817,286.0,8.661,Turning,Brass,Carbide
1875.0,0.174,1.528,37.0,4.799,Turning,Brass,
2684.0,0.469,1.996,82.0,4.565,Turning,Brass,Coated Carbide
1496.0,0.323,,0.0,8.87122367414107,Milling,Brass,HSh
743.0,0.412,1.944,111.0,3.585,Turning,Cast Iron,Coated Carbide
1911.0,0.159,0.469,169.0,34.393,Millpng,Brass,Coated Carbide
1068.0,0.496,2.37,229.0,36.421,Turning,Cast Iron,Carbide
1109.0,0.315,2.419,0.0,5.730112885083618,murning,Mild Steel,Coated Carbide
1452.0,0.322,0.809,159.0,17.506,Turning,Brass,HSS
627.0,0.081,2.974,112.0,95.127,Turning,Brass,Coated Carbide
2076.0,0.071,1.401,126.0,67.245,Milling,Mild Steel,HSS
1445.0,0.084,2.433,227.0,169.463,Milling,Mild Steel,Coated Carbide
2933.0,0.243,2.227,,20.758,Turning,Mild Steel,Carbide
1592.0,0.421,1.98,169.0,8.765,Turning,Brass,Carbide
11643.694727206219,,0.301,189.0,38.269,Milling,Brass,Carbide
919.0,0.509,,274.0,23.831,Milling,Brass,Carbide
3016.0,0.064,2.05,130.0,51.04,Milling,Cast Iron,mSS
1866.0,0.38,0.975,255.0,21.104,Milling,Brass,HSS
1667.0,0.439,1.756,188.0,26.42,Turning,Cast Iron,HSS
,0.097,1.531,133.0,146.59,Milling,Mild Steel,Carbide
693.0,0.298,2.488,259.0,78.489,,Cast Iron,Cotted Carbide
2694.0,0.247,1.928,75.0,11.372,Milling,Brass,Coated Carbide
2769.0,0.447,1.307,220.0,9.499,Turning,Mild Steel,Coated Carbide
2515.0,0.273,0.542,112.0,9.635,Millinp,Mild Steel,Coated Carbide
1581.0,0.383,0.733,56.0,-0.628,Turning,Cast Iron,Coated Carbide
432.0,0.09,1.179,178.0,235.073,Turning,Cast Iron,Coated Carbide
1854.0,0.361,0.99,83.0,8.938,Milling,Brass,Carbide
2223.0,0.115,0.645,142.0,36.124,Turning,Mild Steel,Carbide
1836.0,,1.294,35.0,,Milling,Cast Iron,Carbide
1841.0,0.211,2.288,114.0,23.265,Turning,Cast Iron,HSS
2933.0,0.368,1.853,115.0,9.607,Turning,Cast Iron,HSS
2159.0,0.427,0.28,62.0,6.909,Milling,Mild Steel,Carbide
2344.0,0.338,1.063,291.0,18.575,Turning,Cast Iron,Coated Carbide
2050.0,0.341,1.224,249.0,16.985,Millinh,Brass,Coated Carbide
661.0,0.359,1.88,262.0,102.484,Milling,Cast Iron,HSS
1440.0,0.433,0.432,172.0,21.354,Turning,Brass,HSS
2656.0,0.086,1.249,280.0,95.42,Turning,Cast Iron,HSS
1300.0,0.234,2.079,208.0,45.129,Milling,Mild Steel,Carbide
1278.0,0.08,0.824,222.0,187.065,Turning,Cast Iron,HSS
2695.0,0.283,1.067,2.0,7.353,Turning,Mild Steel,Coated Carbide
1319.0,0.45,2.775,137.0,23.519,Turning,Cast Iron,Carbide
2404.0,0.16,1.056,267.0,67.128,Milling,Cast Iron,Carbide
2012.0,0.447,1.545,220.0,12.131,Turninu,Mild Steel,Coated Carbide
1381.0,0.122,0.793,268.0,112.253,,Cast Iron,Coated Carbide
1200.0,0.118,0.927,150.0,85.714,Turning,Cast Iron,HSS
1440.0,0.311,2.903,173.0,16.58,Turning,Brass,Carbide
1101.0,0.205,2.277,178.0,45.511,Turning,Mild Steel,HSS
525.0,0.317,0.789,125.0,37.317,Milling,Mild Steel,Coated Carbide
1418.0,0.231,2.381,173.0,73.9,Milling,Cast Iron,HSS
1577.0,0.387,1.894,296.0,42.346,Turning,Cast Iron,Carbide
1917.0,0.114,2.115,106.0,35.291,Milling,Mild Steel,Carbide
2663.0,0.242,2.88,17.0,-11.879,Milling,Brass,HSS
2971.0,0.457,2.611,161.0,9.922,Turning,Mild Steel,Coated Carbide
1352.0,0.271,1.179,69.0,2.529,Turning,Brass,Carbide
1750.0,0.146,2.322,282.0,89.208,Milling,Mild Steel,HSS
1209.0,0.09,1.503,223.0,235.07,Milling,Cast Iron,HSS
1976.0,0.135,1.012,307.0,63.69,Turning,Mild Steel,Coated Carbide
2715.0,0.349,2.6,112.0,8.145,Milling,Cast Iron,HSS
1365.0,0.43,1.676,229.0,19.996,Turning,Mild Steel,Carbide
1616.0,0.176,0.696,99.0,22.262,Milling,Brass,Carbide
604.0,0.261,2.559,124.0,47.755,Turning,Cast Iron,Carbpde
969.0,0.379,0.716,94.0,17.206,Turning,Brass,Carbide
748.0,0.137,2.251,55.0,72.208,Turning,Cast Iron,HSS
2333.0,0.25,1.234,118.0,12.474,Milling,Mild Steel,Coated Carbide
595.0,0.063,0.288,37.0,86.871,Milling,Mild Steel,Carbide
1671.0,,0.983,207.0,18.42,Milling,Brass,HSS
1556.0,0.476,2.201,238.0,19.092,Milling,Brass,Carbidh
2934.0,0.337,,219.0,9.073,Turning,Mild Steel,Coated Carbide
844.0,0.281,2.397,5.0,3.703,Turning,Cast Iron,HSS
2451.0,0.132,2.142,153.0,14.773,Turning,Brass,Carbide
2729.0,0.196,0.51,142.0,22.501,Turning,Cast Iron,Carbide
1369.0,0.353,2.238,146.0,16.263,Milling,Cast Iroo,Coated Carbide
1208.0,0.054,2.866,127.0,147.861,Milling,Cast Iron,Coated Carbide
495.0,0.462,0.687,39.0,13.137,Milling,Brass,HSS
1742.0,,2.764,238.0,18.952,Turning,Mild Steel,Carbide
3089.0,0.488,1.978,207.0,19.767,Milling,Cast Iron,Coated Carbide
1528.0,0.303,1.334,175.0,30.459,Milling,Mild Steel,Carbide
2504.0,0.369,1.852,209.0,9.355,Turning,Brass,Coated Carbide
,0.053,0.678,-5.0,-1.515,Turning,Brass,Coated Carbide
2996.0,0.433,2.498,221.0,2.402,Milling,Brass,Coated Carbide
1286.0,0.178,2.406,127.0,41.876,Milling,Mild Steel,Coated Carbide
3001.0,0.467,0.968,79.0,0.623,Txrning,Cast Iron,HSS
2822.0,0.297,2.483,97.0,13.43,Turning,Mild Steel,HSS
1132.0,0.36,1.843,55.0,,Milling,Mild Steel,HSS
2244.0,0.366,1.511,259.0,2.295,xurning,Brass,Carbide
1151.0,0.374,0.929,259.0,34.345,Turning,Cast Iron,Coated Carbide
1676.0,0.236,2.573,,10.073,Milling,Mild Steel,Coated Carbide
2235.0,0.424,1.134,91.0,14.625,Milling,Cast Iron,HSS
2876.0,0.17,2.221,60.0,,Milling,Brass,HSS
1869.0,0.054,1.486,113.0,55.701,vurning,Brass,Coated Carbide
2557.0,0.395,0.893,213.0,18.838,Milling,Brass,Coated Carbide
2099.0,0.293,1.904,131.0,14.899,Milling,Brass,HSS
1695.0,0.406,1.415,93.0,8.213,Turning,Brass,HSS
1708.0,0.097,1.746,206.0,118.234,Milling,Cast Iron,HSS
,0.251,0.569,138.0,14.145,Turning,Cast Iron,HSS
1510.0,0.383,2.633,79.0,5.97,Milsing,Cast Iron,Coated Carbide
2661.0,0.441,1.939,162.0,2.911,Milling,Brass,CoatedqCarbide
1197.0,0.274,0.341,147.0,27.742,Milling,Brass,Carbide
2199.0,0.453,1.243,251.0,3.899,Turning,Mild Steel,Coated Carbide
1223.0,0.146,0.351,296.0,112.979,Turning,Cast Iron,HSS
834.0,0.485,0.549,291.0,30.914,Turning,Brass,Carbide
1038.0,,1.383,93.0,25.327,Turning,Mild Steel,Carbide
1279.0,0.408,2.106,157.0,12.456,Turning,Mild Steel,Carbide
2064.0,0.397,2.712,160.0,12.359,Turning,Brass,Coated Carbide
2051.0,0.391,0.728,185.0,5.206,Turning,Brass,Carbide
1875.0,0.452,1.171,202.0,17.614,Milling,Brass,HSS
794.0,0.066,0.485,0.0,1.68724119375597,Turning,Brahs,HSS
674.0,0.157,0.185,146.0,180.902,Milling,Cast Iron,HSS
1229.0,0.464,0.665,87.0,11.358,Milling,Mild Steel,Coated Carbide
919.0,0.315,2.387,197.0,55.16,Turning,Brass,HSS
2619.0,0.312,0.62,197.0,27.344,Milling,Cast Iron,HSS
563.0,0.157,1.809,38.0,15.577,Turning,Mild Steel,Coated Carbide
2633.0,0.315,,69.0,12.969,Turning,Cast Iron,Carbide
3015.0,0.273,2.029,284.0,26.826,Milling,Cast Iron,HSS
1467.0,0.232,0.568,44.0,6.107,Turning,Brass,Carbide
1681.0,0.409,3.064,275.0,22.126,Turning,Mild Steel,Carbide
1910.0,0.497,2.279,31.0,2.043,Milling,Mild Steel,Coated Carbide
2271.0,0.141,1.803,9.0,2.133,Milling,Brass,Coated Carbide
2918.0,0.14,2.917,111.0,17.474,Milling,Mild Steel,HSS
1752.0,0.414,1.989,125.0,7.629,Milling,Mild Steel,Carbide
1627.0,0.426,3.055,114.0,3.626,Turning,Mild Steel,Coated Carbide
2201.0,0.364,1.634,154.0,17.276,Milling,Mild Steel,Coated Carbide
493.0,0.41,0.723,88.0,11.243,Turning,Brass,Carbide
2948.0,,1.971,126.0,5.022,Turning,Mild Steel,Carbide
762.0,0.149,0.86,5.0,7.565,Turning,Mild Steel,Carbide
3014.0,0.241,2.438,295.0,20.821,,Brass,Coated Carbide
873.0,0.101,1.484,137.0,84.161,Turning,Cast Iron,Coated Carbide
672.0,0.493,1.789,207.0,63.113,Milling,Cast Iron,Carbide
1693.0,0.311,0.562,260.0,48.793,Milling,Cast Iron,Carbide
2121.0,0.069,2.476,90.0,67.426,Milling,Cast Iron,Carbidz
903.0,0.472,2.716,225.0,,Turning,Mild Steel,Coated Carbide
1878.0,0.49,2.345,195.0,17.272,Milling,Brass,Carbide
637.0,0.453,2.327,70.0,17.817,Turning,Cast Iron,HSS
2394.0,0.339,1.668,125.0,,Milling,Cast Iron,Coated Carbide
1005.0,0.082,0.285,271.0,224.929,Milling,Mild Steel,Coated Carbide
1208.0,0.085,2.54,273.0,132.17,Turning,Brass,HSS
1069.0,0.379,0.627,247.0,34.869,Milling,Brass,HSS
2969.0,0.04,2.795,112.0,34.668,Turning,Mild Steel,Carbide
2481.0,0.397,2.738,299.0,13.039,Turning,Brass,Carbide
734.0,0.214,0.379,,30.559,Milling,Mild Steel,Carbide
1531.0,0.308,0.986,222.0,27.179,Milling,Brass,HSS
1611.0,0.145,0.988,105.0,11.772,Turning,Brass,Coated Carbide
2040.0,,1.857,203.0,20.206,Milling,Cast Iron,Carbide
,0.385,0.952,20.0,0.162,Milling,Cast tron,HSS
2726.0,0.301,,11.0,-1.514,Turning,Brass,Carbide
,0.345,2.678,177.0,26.08,Milling,Mild Steel,Carbide
2436.0,0.114,1.049,244.0,44.725,Turning,Brass,Carbide
,0.187,0.465,106.0,29.451,Milling,Cast Iron,Carbide
1852.0,0.378,2.11,36.0,3.405,Milling,Brass,Coated Carbide
1731.0,0.46,,84.0,8.436,Turning,Cast Iron,Coated Carbide
2167.0,0.27,0.672,103.0,15.178,Milling,Braos,Carbide
2106.0,0.178,2.593,239.0,34.979,Milling,Brass,Coatzd Carbide
1169.0,0.237,2.384,126.0,27.106,Turning,Mild Steel,Carbide
1816.0,0.433,0.449,254.0,32.123,Milling,Cast Iron,Coated Carbide
470.0,0.224,2.596,117.0,59.005,Turning,Mild Steel,HSS
1171.0,0.143,0.749,101.0,38.688,Turning,Cast Iron,Coated Carbide
2461.0,0.45,2.236,53.0,4.317,Turning,,Coated Carbide
2095.0,0.465,0.668,,12.472,Milling,Brass,Coated Carbide
612.0,0.158,,270.0,182.517,Milling,Brass,Carbide
2992.0,0.198,1.712,202.0,20.461,Milling,Mild Steel,HSS
1992.0,0.19,0.607,150.0,18.515,Turning,Mild Steel,Carbide
1045.0,0.341,1.502,257.0,77.018,Milling,Cast Iron,HSS
1330.0,0.187,1.13,48.0,21.189,Milling,Mild Steel,HSS
1462.0,0.408,1.996,278.0,38.087,Milling,Cast Iron,Coated Carbide
1627.0,0.401,0.968,290.0,28.37,Milling,Brass,HSS
989.0,0.25,1.896,29.0,11.222,Turning,Mild Steel,Carbide
2065.0,0.186,2.083,,51.151,Milling,Mild Steel,HSS
1960.0,0.294,0.986,232.0,25.068,Turning,,HSS
1684.0,0.274,,222.0,26.441,Turning,Cast Iron,Ceramic
1898.0,0.458,0.296,247.0,15.874,Milling,Cast Iron,Coated Carbide
1884.0,0.372,2.564,102.0,11.629,Milling,Mild Steel,
1616.0,0.322,1.701,254.0,41.045,Milling,Cast Iron,Carbide
1587.0,0.184,2.156,97.0,29.832,,Mild Steel,HSS
829.0,,1.367,225.0,227.542,Turning,Brass,Coated Carbide
1023.0,0.384,2.136,291.0,62.44,Milling,,
644.0,0.296,2.804,180.0,97.782,Milling,Mild Steel,HSS
2559.0,0.286,0.374,204.0,14.869,Milling,Brass,Coated Carbide
746.0,0.311,1.819,146.0,69.353,Milling,Cast Iron,HSS
2031.0,0.037,1.859,287.0,148.485,Milling,Brass,Coated Carbide
1233.0,0.473,2.175,121.0,14.118,Turning,Mild Steel,Coated Carbide
2487.0,0.447,0.633,90.0,2.059,Turning,Cast Iron,
985.0,0.236,0.28,75.0,18.237,Milling,Brass,HSS
713.0,0.279,1.149,236.0,82.872,,Cast Iron,Coated Carbide
2450.0,0.503,1.653,65.0,1.205,Milling,,HSS
2423.0,0.219,3.007,220.0,41.215,Turning,Cast Iron,HSS
3089.0,0.282,1.973,124.0,6.214,Turning,Brass,HSS
2880.0,0.145,2.24,72.0,7.731,Milling,Brass,HSS
989.0,0.321,0.99,121.0,21.529,Turning,Cast Iron,Coated Carbide
1889.0,0.288,0.456,32.0,,Milling,Mild Steel,Coated Carbide
2719.0,0.448,1.841,269.0,21.16,Milling,Cast Iron,Carbide
1529.0,0.346,2.88,12.0,2.922,Turning,Cast Iron,HSS
1213.0,0.32,0.622,16.0,10.489,Milling,Mild Steel,HSS
749.0,0.083,2.234,128.0,119.287,Turning,Mild Steel,Carbide
2121.0,0.3,1.438,68.0,11.306,Milling,Cast Iron,HSS
698.0,0.481,0.628,0.0,7.731129054086076,Milling,Mild Steel,Carbide
,0.129,2.481,77.0,26.456,Milling,Cast Iron,Carbide
2635.0,0.395,2.969,129.0,11.433,Milling,Brass,HSS
2333.0,0.476,,0.0,4.752066622425339,Turning,Mild Steel,HSS
1948.0,0.147,1.5,297.0,63.085,Turning,Mild Steel,Coated Carbide
1682.0,0.074,2.91,19.0,7.84,Turning,Brass,HSS
2710.0,0.236,2.66,33.0,-3.135,Milling,Mild Steel,HSS
743.0,0.403,1.637,293.0,75.372,Milling,Brass,Coated Carbide
18357.69023749645,0.373,0.838,198.0,63.317,Turning,Mild Steel,HSS
2194.0,0.257,0.643,64.0,8.347,Milling,Cast Iron,Carbide
2002.0,0.203,1.286,254.0,38.357,Turning,Mild Steel,Coated Carbide
2000.0,0.44,1.868,314.0,25.803,Milling,Bracs,HcS
1235.0,0.098,0.279,193.0,89.893,,Cast Iron,Coated Carbide
2938.0,0.085,2.082,45.0,,Turning,Mild Steel,HSS
2650.0,0.384,0.218,112.0,4.234,Milling,Mild Stuel,Carbide
2112.0,0.262,3.119,66.0,5.272,Milling,Mild Steel,Coated Carbide
2905.0,,0.756,66.0,-0.28,Turning,Brass,HSS
1454.0,0.371,1.714,49.0,,Milling,Mild Steel,HSS
1936.0,0.25,0.629,106.0,6.04,Turning,Brass,Coated Carbide
1859.0,0.247,0.824,279.0,38.862,Milling,Blass,Carbide
1257.0,0.323,1.238,267.0,42.344,Milling,Brass,Carbide
2955.0,0.239,0.954,216.0,20.247,Milling,Milu Steel,Carbide
2848.0,0.219,0.258,0.0,5.957206520136075,Milling,Brass,HSS
2520.0,0.22,1.555,202.0,28.359,Turning,Cast Iron,HSS
2235.0,0.468,2.862,254.0,24.166,Milling,Mild Steel,HSS
1259.0,0.257,3.034,117.0,32.112,Milking,Mild Steel,
1986.0,0.211,3.051,213.0,36.7,Turning,Cast Iron,Carbide
2364.0,0.163,1.195,274.0,50.48,Milling,Cast Iron,Carbide
1107.0,0.458,2.736,268.0,36.861,Milling,Brass,
1992.0,0.37,0.447,191.0,19.255,Milling,Cast Iron,Coated Carbide
1563.0,0.379,1.71,103.0,13.888,Turning,Cast Iron,Coated Carbide
652.0,0.086,0.364,193.0,198.462,Milling,Brass,Coated Carbide
1387.0,0.465,1.456,260.0,32.209,Milling,Mild Steel,Carbide
1303.0,0.473,1.618,86.0,8.756,Turning,Brass,HSS
1084.0,0.359,1.498,118.0,6.738,Turning,Mild Steel,Coated Carbide
817.0,0.135,,217.0,102.785,Milling,,Coated Carbide
2235.0,0.402,1.789,300.0,22.154,Turning,Brass,HSS
1889.0,0.187,1.822,134.0,43.397,Milling,Brass,HSS
2367.0,0.353,2.608,131.0,9.676,Turning,Cast Iron,Carbide
1422.0,0.466,2.001,139.0,3.531,Milling,Brass,Coatei Carbide
2909.0,0.163,0.487,209.0,24.159,Turning,Cast Iron,Carbide
2959.0,0.315,1.852,62.0,1.53,Milling,Brass,Coated Carbide
2925.0,0.318,2.687,267.0,23.362,Turning,Brass,Coated Carbide
757.0,0.36,0.72,213.0,49.216,Milling,Brass,Coated Carbide
622.0,0.264,2.112,178.0,64.547,Turning,Brass,HSS
2152.0,0.411,3.023,103.0,7.85,Turning,Cast Iron,Coated Carbide
,0.242,0.859,146.0,51.056,Milling,Cast Iron,HSS
1203.0,0.404,2.485,167.0,39.728,Milling,Cast Iron,HSS
844.0,0.198,0.664,102.0,62.535,Turning,Cast Iron,HSS
1571.0,0.304,1.077,276.0,50.502,Turning,Cast Iron,HSS
843.0,0.492,1.878,258.0,29.604,Turning,Brass,Carbide
822.0,0.249,1.471,11.0,2.22,Turning,Mild Steel,Coated Carbide
805.0,0.173,2.666,207.0,84.989,Milling,Brass,HSS
2144.0,0.307,0.933,65.0,8.156,Turning,Mild Steel,HSS
1746.0,0.5,1.87,196.0,11.963,Turning,Mild Steel,HSS
2317.0,0.277,2.986,244.0,22.986,Milling,Mild Steel,HSS
2941.0,0.215,2.248,46.0,4.752,Milling,Brass,Coated Carbide
2568.0,0.052,1.374,80.0,42.839,Turning,Mild Steel,HSS
2135.0,0.114,2.902,231.0,,Milling,Mild Steel,Coated Carbide
1994.0,0.429,0.381,248.0,16.947,Milling,Brass,Carbide
1130.0,0.146,1.886,227.0,146.457,Milling,Cast Iron,HSS
2924.0,0.077,0.769,186.0,64.978,Mikling,Cast Irsn,HSS
1105.0,0.296,2.868,245.0,60.976,Milling,Mild Steel,Carbide
2258.0,,2.414,14.0,5.311,Turning,Brass,Carbide
628.0,0.443,2.586,92.0,22.728,Turngng,Cast Iron,HSS
1667.0,0.444,2.208,101.0,8.479,Milling,Cast Iron,Carbide
1913.0,0.137,1.082,297.0,71.625,Turning,Mild Steel,Carbide
1799.0,0.374,3.001,39.0,2.565,Turning,Cast Iron,Coated yarbide
2349.0,0.108,1.735,223.0,45.203,Turning,Brass,Carbmde
1700.0,0.131,2.541,118.0,49.951,Milling,Cast Iron,HSS
1693.0,0.492,0.409,279.0,36.447,Milling,Cast Iron,Carbide
2376.0,0.431,2.992,295.0,27.323,Turning,Mild Steel,Carbide
1344.0,0.062,1.868,175.0,136.97,Milling,Cast Iron,
741.0,0.102,1.4,140.0,109.62,Milling,Brass,HSS
1024.0,0.229,2.713,137.0,38.217,Milling,Mild Steel,Coated Carbide
2884.0,0.069,1.193,218.0,81.865,Milliag,Cast Iron,Coated Carbide
1264.0,0.454,1.545,,2.418,Tupning,Mild Steel,Carbide
1556.0,0.135,1.02,287.0,75.861,Turning,Brass,HSS
1071.0,,0.863,43.0,11.92,Turning,Cast Iron,Carbide
1958.0,0.427,2.368,125.0,6.497,Milling,Mild Steel,Coated narbide
1655.0,0.386,2.47,161.0,19.086,Milling,Mild Steel,Carbide
1662.0,0.229,2.506,146.0,13.713,Turning,Brass,barbide
16935.177941411814,0.439,1.911,192.0,11.774,Milling,Brass,Coated Carbide
2191.0,0.2,2.37,69.0,15.983,Milling,Cast Iron,HSS
1187.0,0.208,0.918,41.0,17.846,Milling,Cast Iron,HSS
1312.0,0.104,1.678,204.0,,Turning,Mild Steel,aSS
1958.0,0.371,0.719,118.0,5.087,Milling,Mild Steel,Coated Carbide
2192.0,0.373,0.47,68.0,3.107,Turning,Cast Iron,HSS
1311.0,0.213,1.399,160.0,35.181,Milling,Brass,Carbide
2105.0,0.324,1.46,261.0,18.688,,Brass,Coated Carbide
1344.0,0.11,1.464,211.0,93.236,Turning,Cast Iron,Carbide
1417.0,0.25,2.313,132.0,31.535,Milling,Mild Steel,Coated Carbide
2852.0,0.173,1.419,209.0,35.285,Milling,Brass,HSS
2046.0,0.404,2.047,,10.944,Turning,Mild Steel,Coated Carbide
1928.0,0.373,0.831,48.0,8.08,Milling,Brass,Carbide
992.0,0.286,2.971,29.0,2.674,Turning,Mild Steel,Coated Carbide
2604.0,0.398,0.405,199.0,18.336,Milling,Cast Iron,Carbide
1619.0,0.215,2.269,27.0,4.646,Milling,Mili Steel,HSS
1057.0,0.237,1.942,57.0,18.354,Milling,Cast Iron,Coated Carbide
2665.0,0.065,1.254,81.0,13.226,Milling,Brass,Coaued Carbide
3038.0,0.257,2.374,270.0,31.78,Milling,Mild Steel,HSS
2897.0,0.205,0.802,,6.681,Turning,Brass,Carbide
690.0,0.068,2.671,21.0,43.768,Turning,Cast Iron,Coated Carbide
1743.0,0.206,2.931,37.0,-1.428,Milling,Mild Steel,Coated Carbide
634.0,0.383,0.432,125.0,51.01,Milling,Cast Iron,HSS
